input,output,delay,api_delay,success
697063,834.9029883764939,163.64622116088867,160.8464403134435,True
31896,178.5945127936466,152.5888442993164,149.0641339865426,True
699717,836.4908845887085,191.27535820007324,188.01190096268073,True
520248,721.2821916559427,114.31598663330078,110.7246085790993,True
392812,626.7471579512746,156.80241584777832,154.7461641848577,True
640936,800.5847862656397,126.86634063720703,124.76035908511584,True
655536,809.6517770004584,159.1343879699707,157.4577808541876,True
405449,636.7487730651706,169.9833869934082,166.88436753678982,True
631215,794.4904027110712,175.71401596069336,173.29326493796015,True
846972,920.3108170612795,123.91328811645508,120.85252362365544,True
245435,495.4139683133692,133.52131843566895,129.6141362184749,True
605037,777.8412434423878,145.85113525390625,143.30771820304466,True
757546,870.3711851848038,115.4944896697998,112.99315311715114,True
998941,999.4703597405978,148.5147476196289,146.1421391874219,True
43362,208.23544366893933,137.42351531982422,134.17030955533147,True
476156,690.040578516945,105.33380508422852,103.04557724240617,True
329094,573.6671508810663,184.90242958068848,180.51866615122415,True
871721,933.6600023563182,137.1598243713379,133.91605951105907,True
953191,976.3150106394964,177.13308334350586,173.79954307432882,True
80278,283.3337254899247,103.46221923828125,100.78996000333504,True
168478,410.4607167561836,191.71905517578125,187.9774365213643,True
1643,40.53393639902249,119.59719657897949,116.309501181562,True
11515,107.30796801729124,173.7675666809082,171.10415575673926,True
306370,553.5070008590677,115.63968658447266,113.22622600084965,True
372091,609.9926229062119,146.4991569519043,142.66345558226706,True
83314,288.64164633676825,146.23761177062988,141.8677548372889,True
652300,807.6509146902515,120.67770957946777,118.3631422907347,True
507880,712.6570002462615,173.85077476501465,171.36750728945665,True
765173,874.7416761535945,162.74070739746094,159.78863551541397,True
131832,363.08676648977445,133.9273452758789,131.68028333012583,True
265516,515.2824468192177,123.92878532409668,119.69957960266514,True
789863,888.7423698687938,108.81280899047852,105.96997817083785,True
299744,547.4888126710902,110.99720001220703,108.47755221848846,True
280492,529.6149544716426,181.68044090270996,178.600787628995,True
870295,932.8960285047847,164.56341743469238,161.79217808995324,True
444784,666.9212847105721,150.03347396850586,147.39677296056956,True
106807,326.8134024179547,176.68914794921875,173.6733949124207,True
111164,333.4126572282462,149.0781307220459,147.05360883033862,True
311164,557.820759742769,123.44598770141602,121.00877756016257,True
514638,717.3827430319187,125.60606002807617,122.8082333920149,True
668962,817.9009720008896,160.59398651123047,157.1547535699491,True
65081,255.1097802907603,159.7888469696045,156.7126218184055,True
249559,499.5588053472784,138.49306106567383,136.35135960529803,True
642499,801.5603533109656,158.8759422302246,156.06198263029577,True
337469,580.9208207664793,147.42326736450195,145.20373000855525,True
760007,871.783803474233,143.2168483734131,140.24243030356337,True
67459,259.728704613102,133.54063034057617,129.7329898783198,True
